file,bbox
100914.jpg,"(260, 265, 316, 356)"
100915.jpg,"(68, 230, 154, 310)"
100915.jpg,"(199, 231, 236, 271)"
100916.jpg,"(204, 288, 261, 366)"
100917.jpg,"(211, 316, 296, 439)"
100917.jpg,"(288, 104, 331, 121)"
100917.jpg,"(310, 186, 347, 259)"
100918.jpg,"(188, 179, 249, 227)"
100919.jpg,"(215, 287, 272, 374)"
100920.jpg,"(236, 317, 272, 377)"
100921.jpg,"(92, 324, 161, 395)"
100922.jpg,"(208, 352, 278, 414)"
100923.jpg,"(173, 258, 252, 348)"
100924.jpg,"(194, 243, 263, 352)"
100925.jpg,"(236, 276, 298, 356)"
100926.jpg,"(242, 308, 310, 403)"
100927.jpg,"(128, 361, 175, 412)"
100927.jpg,"(252, 287, 263, 302)"
100927.jpg,"(273, 239, 301, 270)"
100928.jpg,"(217, 318, 298, 407)"
100929.jpg,"(177, 265, 246, 365)"
100929.jpg,"(282, 197, 329, 218)"
100930.jpg,"(145, 334, 240, 426)"
100930.jpg,"(214, 470, 228, 487)"
100931.jpg,"(171, 247, 224, 321)"
100931.jpg,"(229, 291, 295, 304)"
100932.jpg,"(144, 179, 260, 255)"
100932.jpg,"(195, 363, 240, 410)"
100933.jpg,"(142, 327, 204, 383)"
100933.jpg,"(209, 385, 227, 411)"
100934.jpg,"(207, 290, 279, 365)"
100935.jpg,"(217, 382, 230, 397)"
100935.jpg,"(279, 223, 306, 273)"
100935.jpg,"(318, 157, 359, 169)"
100936.jpg,"(176, 390, 204, 461)"
100936.jpg,"(214, 458, 271, 500)"
100937.jpg,"(221, 369, 272, 449)"
100938.jpg,"(209, 287, 235, 330)"
100939.jpg,"(208, 233, 379, 384)"
100940.jpg,"(177, 316, 284, 382)"
100941.jpg,"(208, 363, 250, 415)"
100942.jpg,"(308, 292, 379, 412)"
100943.jpg,"(67, 317, 105, 364)"
100943.jpg,"(143, 295, 286, 457)"
100944.jpg,"(202, 280, 269, 359)"
100945.jpg,"(167, 94, 206, 139)"
100945.jpg,"(182, 263, 306, 403)"
100945.jpg,"(380, 151, 401, 181)"
100947.jpg,"(200, 282, 273, 369)"
100948.jpg,"(201, 273, 274, 372)"
100949.jpg,"(141, 153, 212, 262)"
100949.jpg,"(195, 358, 235, 409)"
100950.jpg,"(213, 306, 304, 425)"
100951.jpg,"(232, 141, 274, 182)"
100951.jpg,"(242, 286, 280, 362)"
100951.jpg,"(332, 330, 371, 353)"
100952.jpg,"(135, 172, 254, 312)"
100953.jpg,"(113, 422, 138, 445)"
100953.jpg,"(217, 379, 228, 397)"
100954.jpg,"(175, 333, 219, 395)"
100954.jpg,"(233, 382, 259, 392)"
100954.jpg,"(267, 182, 339, 235)"
100955.jpg,"(171, 230, 274, 344)"
100956.jpg,"(208, 198, 263, 222)"
100957.jpg,"(189, 172, 399, 347)"
100958.jpg,"(63, 235, 207, 407)"
100958.jpg,"(165, 471, 241, 551)"
100959.jpg,"(174, 190, 251, 273)"
100959.jpg,"(261, 224, 316, 277)"
100959.jpg,"(356, 145, 364, 167)"
100961.jpg,"(155, 298, 338, 411)"
100962.jpg,"(141, 279, 167, 318)"
100962.jpg,"(265, 224, 326, 280)"
100963.jpg,"(172, 184, 221, 251)"
100963.jpg,"(223, 200, 346, 284)"
100964.jpg,"(183, 198, 195, 216)"
100965.jpg,"(72, 272, 278, 444)"
100966.jpg,"(203, 259, 280, 368)"
100967.jpg,"(128, 268, 175, 324)"
100968.jpg,"(183, 344, 268, 484)"
100968.jpg,"(423, 556, 435, 577)"
100969.jpg,"(241, 330, 310, 417)"
100970.jpg,"(66, 92, 102, 132)"
100970.jpg,"(141, 325, 180, 356)"
100971.jpg,"(165, 282, 268, 406)"
100971.jpg,"(349, 52, 371, 81)"
100972.jpg,"(213, 199, 302, 421)"
100975.jpg,"(134, 333, 191, 410)"
100976.jpg,"(181, 107, 281, 245)"
100976.jpg,"(255, 263, 322, 362)"
100977.jpg,"(208, 279, 251, 342)"
100978.jpg,"(204, 331, 245, 438)"
100979.jpg,"(211, 326, 238, 362)"
100980.jpg,"(182, 253, 273, 403)"
100981.jpg,"(148, 422, 163, 442)"
100981.jpg,"(201, 364, 308, 533)"
100982.jpg,"(156, 274, 245, 357)"
100983.jpg,"(39, 241, 109, 343)"
100983.jpg,"(106, 369, 169, 405)"
100983.jpg,"(177, 180, 279, 368)"
100983.jpg,"(387, 197, 402, 215)"
100984.jpg,"(203, 258, 281, 352)"
100985.jpg,"(229, 311, 278, 367)"
100986.jpg,"(270, 268, 309, 318)"
100987.jpg,"(204, 248, 251, 316)"
100988.jpg,"(210, 306, 270, 373)"
100990.jpg,"(237, 318, 301, 386)"
100991.jpg,"(126, 357, 206, 416)"
100992.jpg,"(238, 266, 281, 317)"
100993.jpg,"(151, 284, 234, 366)"
100994.jpg,"(215, 275, 312, 378)"
100994.jpg,"(321, 379, 387, 396)"
100995.jpg,"(151, 281, 196, 312)"
100995.jpg,"(188, 101, 299, 224)"
100997.jpg,"(87, 274, 268, 360)"
100998.jpg,"(192, 241, 323, 363)"
100998.jpg,"(285, 196, 298, 224)"
100999.jpg,"(156, 211, 365, 377)"
100999.jpg,"(366, 241, 414, 267)"
100999.jpg,"(421, 464, 462, 487)"
101000.jpg,"(136, 262, 203, 319)"
101001.jpg,"(179, 292, 196, 304)"
101001.jpg,"(239, 234, 295, 289)"
101002.jpg,"(164, 312, 228, 367)"
101002.jpg,"(179, 514, 197, 536)"
101003.jpg,"(202, 322, 286, 402)"
101004.jpg,"(139, 283, 181, 313)"
101004.jpg,"(183, 197, 199, 216)"
101004.jpg,"(193, 274, 307, 414)"
101005.jpg,"(169, 236, 202, 279)"
101006.jpg,"(173, 275, 239, 322)"
101007.jpg,"(104, 445, 132, 501)"
101007.jpg,"(162, 403, 270, 547)"
101008.jpg,"(166, 332, 261, 415)"
101009.jpg,"(160, 197, 244, 314)"
101009.jpg,"(312, 327, 371, 364)"
101010.jpg,"(169, 270, 242, 335)"
101011.jpg,"(34, 379, 70, 453)"
101011.jpg,"(219, 277, 278, 320)"
101012.jpg,"(28, 279, 162, 367)"
101013.jpg,"(44, 197, 64, 244)"
101013.jpg,"(63, 217, 202, 313)"
101013.jpg,"(282, 197, 299, 215)"
101014.jpg,"(142, 199, 159, 220)"
101015.jpg,"(145, 377, 165, 401)"
101015.jpg,"(178, 27, 199, 82)"
101015.jpg,"(214, 381, 233, 407)"
101015.jpg,"(307, 278, 397, 370)"
101015.jpg,"(312, 454, 367, 554)"
101016.jpg,"(205, 313, 251, 378)"
101017.jpg,"(194, 279, 240, 316)"
101019.jpg,"(272, 214, 357, 275)"
101020.jpg,"(148, 301, 218, 418)"
101021.jpg,"(160, 270, 241, 347)"
101022.jpg,"(79, 244, 213, 326)"
101023.jpg,"(242, 316, 271, 363)"
101024.jpg,"(169, 308, 232, 367)"
101025.jpg,"(236, 276, 295, 319)"
101025.jpg,"(330, 512, 366, 533)"
101026.jpg,"(204, 147, 299, 314)"
101028.jpg,"(206, 314, 279, 363)"
101029.jpg,"(107, 144, 137, 185)"
101029.jpg,"(164, 310, 275, 360)"
101030.jpg,"(154, 445, 217, 501)"
101031.jpg,"(228, 182, 329, 318)"
101031.jpg,"(423, 153, 441, 174)"
101032.jpg,"(214, 193, 269, 231)"
101032.jpg,"(233, 259, 312, 355)"
101033.jpg,"(205, 239, 234, 287)"
101035.jpg,"(276, 94, 303, 128)"
101035.jpg,"(355, 562, 369, 588)"
101036.jpg,"(52, 362, 136, 416)"
101036.jpg,"(113, 237, 199, 307)"
101036.jpg,"(138, 419, 164, 444)"
101036.jpg,"(173, 276, 250, 361)"
101037.jpg,"(47, 220, 103, 341)"
101037.jpg,"(138, 188, 166, 222)"
101037.jpg,"(145, 261, 243, 372)"
101038.jpg,"(143, 115, 276, 336)"
101039.jpg,"(64, 257, 140, 337)"
101039.jpg,"(341, 188, 379, 273)"
101040.jpg,"(237, 235, 274, 277)"
101041.jpg,"(204, 234, 274, 301)"
101042.jpg,"(128, 262, 199, 317)"
101043.jpg,"(238, 123, 303, 270)"
101043.jpg,"(251, 279, 263, 303)"
101044.jpg,"(183, 265, 238, 329)"
101045.jpg,"(118, 264, 314, 455)"
101046.jpg,"(144, 174, 207, 255)"
101047.jpg,"(210, 351, 258, 412)"
101048.jpg,"(205, 133, 290, 302)"
101050.jpg,"(167, 314, 244, 441)"
101051.jpg,"(232, 314, 302, 373)"
101052.jpg,"(214, 354, 414, 502)"
101053.jpg,"(109, 414, 140, 457)"
101053.jpg,"(264, 186, 306, 237)"
101053.jpg,"(298, 363, 344, 413)"
101054.jpg,"(52, 362, 136, 416)"
101054.jpg,"(113, 237, 199, 307)"
101054.jpg,"(138, 419, 164, 444)"
101054.jpg,"(173, 276, 250, 361)"
101055.jpg,"(47, 220, 103, 341)"
101055.jpg,"(138, 188, 166, 222)"
101055.jpg,"(145, 261, 243, 372)"
101056.jpg,"(143, 115, 276, 336)"
101057.jpg,"(64, 257, 140, 337)"
101057.jpg,"(341, 188, 379, 273)"
101058.jpg,"(237, 235, 274, 277)"
101059.jpg,"(204, 234, 274, 301)"
101060.jpg,"(128, 262, 199, 317)"
101061.jpg,"(166, 265, 219, 328)"
101062.jpg,"(172, 396, 245, 516)"
101062.jpg,"(300, 279, 330, 313)"
101063.jpg,"(77, 356, 132, 453)"
101063.jpg,"(99, 121, 210, 247)"
101063.jpg,"(174, 469, 196, 491)"
101063.jpg,"(421, 378, 435, 397)"
101064.jpg,"(146, 244, 159, 258)"
101064.jpg,"(227, 312, 286, 398)"
101064.jpg,"(367, 348, 406, 426)"
101064.jpg,"(374, 459, 399, 487)"
101065.jpg,"(55, 468, 95, 491)"
101065.jpg,"(199, 312, 264, 367)"
101066.jpg,"(199, 321, 247, 365)"
101067.jpg,"(185, 231, 278, 359)"
101068.jpg,"(172, 318, 246, 372)"
101069.jpg,"(77, 256, 227, 392)"
101071.jpg,"(208, 463, 242, 512)"
101071.jpg,"(279, 96, 304, 133)"
101071.jpg,"(319, 198, 334, 220)"
101072.jpg,"(113, 422, 216, 564)"
101072.jpg,"(274, 509, 305, 553)"
101073.jpg,"(207, 300, 245, 362)"
101074.jpg,"(172, 238, 220, 317)"
101075.jpg,"(243, 354, 297, 457)"
101076.jpg,"(166, 270, 237, 347)"
101077.jpg,"(185, 419, 207, 440)"
101077.jpg,"(205, 343, 265, 421)"
101078.jpg,"(240, 286, 309, 363)"
101079.jpg,"(228, 275, 272, 346)"
101080.jpg,"(82, 196, 92, 211)"
101080.jpg,"(121, 225, 277, 381)"
101081.jpg,"(170, 315, 208, 361)"
101082.jpg,"(175, 280, 255, 377)"
101083.jpg,"(202, 223, 274, 328)"
101084.jpg,"(223, 284, 282, 364)"
101085.jpg,"(147, 314, 237, 415)"
101085.jpg,"(231, 68, 321, 190)"
101086.jpg,"(141, 266, 205, 318)"
101087.jpg,"(194, 274, 241, 326)"
101088.jpg,"(108, 211, 252, 326)"
101089.jpg,"(44, 411, 57, 440)"
101089.jpg,"(171, 280, 260, 403)"
101090.jpg,"(173, 282, 209, 314)"
101091.jpg,"(134, 266, 183, 324)"
101092.jpg,"(74, 225, 97, 260)"
101092.jpg,"(141, 89, 170, 158)"
101092.jpg,"(208, 133, 243, 215)"
101093.jpg,"(295, 94, 341, 133)"
101093.jpg,"(347, 51, 376, 86)"
101094.jpg,"(35, 545, 70, 604)"
101094.jpg,"(46, 196, 128, 296)"
101094.jpg,"(281, 272, 352, 350)"
101095.jpg,"(128, 245, 242, 345)"
101095.jpg,"(263, 270, 313, 364)"
101096.jpg,"(171, 284, 241, 365)"
101097.jpg,"(99, 362, 131, 400)"
101097.jpg,"(162, 267, 266, 346)"
101098.jpg,"(216, 517, 228, 531)"
101098.jpg,"(421, 562, 438, 579)"
101099.jpg,"(115, 221, 207, 302)"
101100.jpg,"(138, 325, 298, 426)"
101101.jpg,"(100, 383, 129, 409)"
101101.jpg,"(231, 249, 338, 401)"
101101.jpg,"(350, 329, 403, 356)"
101102.jpg,"(201, 284, 267, 392)"
101103.jpg,"(180, 217, 273, 329)"
101104.jpg,"(36, 144, 63, 181)"
101104.jpg,"(231, 261, 276, 341)"
101105.jpg,"(123, 254, 305, 312)"
101105.jpg,"(422, 332, 444, 358)"
101106.jpg,"(159, 215, 250, 281)"
101107.jpg,"(206, 254, 267, 328)"
101108.jpg,"(248, 292, 262, 305)"
101110.jpg,"(145, 264, 217, 335)"
101111.jpg,"(191, 268, 252, 319)"
101112.jpg,"(222, 317, 291, 397)"
101113.jpg,"(240, 253, 273, 315)"
101114.jpg,"(167, 243, 251, 373)"
101115.jpg,"(35, 245, 119, 325)"
101115.jpg,"(242, 151, 276, 235)"
101116.jpg,"(141, 181, 270, 281)"
101116.jpg,"(321, 294, 366, 350)"
101117.jpg,"(170, 332, 231, 410)"
101118.jpg,"(240, 273, 279, 324)"
101119.jpg,"(205, 272, 255, 350)"
101119.jpg,"(403, 329, 438, 354)"
101120.jpg,"(78, 168, 101, 223)"
101120.jpg,"(123, 225, 268, 319)"
101121.jpg,"(155, 164, 296, 261)"
101121.jpg,"(168, 261, 202, 313)"
101121.jpg,"(185, 88, 267, 141)"
101122.jpg,"(209, 277, 249, 315)"
101123.jpg,"(140, 193, 237, 368)"
101124.jpg,"(212, 204, 329, 357)"
101124.jpg,"(312, 90, 333, 126)"
101125.jpg,"(318, 200, 331, 216)"
101125.jpg,"(343, 317, 409, 396)"
101126.jpg,"(165, 276, 207, 326)"
101127.jpg,"(206, 363, 247, 420)"
101128.jpg,"(223, 87, 284, 150)"
101129.jpg,"(24, 94, 65, 132)"
101130.jpg,"(171, 282, 291, 394)"
101130.jpg,"(186, 400, 247, 455)"
101131.jpg,"(173, 320, 211, 396)"
101132.jpg,"(163, 264, 249, 327)"
101133.jpg,"(243, 276, 306, 353)"
101134.jpg,"(182, 278, 296, 398)"
101135.jpg,"(206, 363, 316, 459)"
101136.jpg,"(108, 197, 302, 335)"
101137.jpg,"(201, 267, 260, 318)"
101138.jpg,"(197, 160, 267, 276)"
101138.jpg,"(274, 282, 306, 328)"
101139.jpg,"(134, 277, 250, 406)"
101140.jpg,"(134, 270, 268, 527)"
101142.jpg,"(47, 245, 59, 287)"
101142.jpg,"(112, 198, 129, 224)"
101142.jpg,"(141, 191, 242, 344)"
101143.jpg,"(139, 318, 289, 418)"
101144.jpg,"(249, 244, 265, 260)"
101144.jpg,"(284, 201, 296, 220)"
101144.jpg,"(299, 265, 378, 357)"
101145.jpg,"(150, 289, 175, 309)"
101145.jpg,"(177, 311, 298, 536)"
101146.jpg,"(212, 224, 272, 313)"
101147.jpg,"(171, 284, 215, 376)"
101148.jpg,"(19, 275, 110, 379)"
101149.jpg,"(110, 191, 163, 265)"
101150.jpg,"(113, 159, 219, 274)"
101151.jpg,"(106, 56, 129, 80)"
101152.jpg,"(202, 311, 304, 398)"
101153.jpg,"(201, 199, 243, 276)"
101154.jpg,"(149, 320, 267, 435)"
101155.jpg,"(206, 275, 266, 330)"
101156.jpg,"(173, 305, 270, 366)"
101157.jpg,"(239, 179, 286, 245)"
101158.jpg,"(171, 275, 213, 361)"
101159.jpg,"(139, 331, 175, 379)"
101159.jpg,"(177, 402, 241, 469)"
101159.jpg,"(213, 329, 232, 351)"
101160.jpg,"(228, 321, 277, 364)"
101161.jpg,"(179, 274, 273, 350)"
101162.jpg,"(236, 265, 277, 320)"
101163.jpg,"(138, 322, 175, 404)"
101164.jpg,"(38, 417, 65, 455)"
101164.jpg,"(175, 283, 205, 312)"
101164.jpg,"(220, 246, 271, 420)"
101165.jpg,"(216, 290, 275, 366)"
101166.jpg,"(113, 430, 131, 488)"
101166.jpg,"(272, 321, 310, 386)"
101167.jpg,"(211, 157, 343, 310)"
101167.jpg,"(220, 313, 298, 358)"
101168.jpg,"(196, 273, 274, 348)"
101169.jpg,"(200, 320, 242, 363)"
101170.jpg,"(206, 315, 285, 403)"
101171.jpg,"(218, 245, 310, 421)"
101172.jpg,"(187, 216, 298, 301)"
101174.jpg,"(345, 246, 450, 362)"
101175.jpg,"(276, 276, 319, 323)"
101176.jpg,"(111, 148, 233, 309)"
101177.jpg,"(116, 339, 129, 365)"
101177.jpg,"(149, 271, 267, 400)"
101178.jpg,"(226, 206, 283, 281)"
101180.jpg,"(208, 236, 303, 319)"
101181.jpg,"(236, 287, 278, 375)"
101182.jpg,"(132, 272, 188, 348)"
101183.jpg,"(142, 215, 269, 533)"
101184.jpg,"(78, 288, 228, 415)"
101185.jpg,"(60, 146, 97, 175)"
101185.jpg,"(106, 412, 190, 537)"
101186.jpg,"(302, 275, 370, 338)"
101187.jpg,"(136, 278, 192, 319)"
101188.jpg,"(96, 259, 204, 351)"
101188.jpg,"(234, 277, 273, 326)"
101189.jpg,"(201, 283, 312, 421)"
101190.jpg,"(140, 285, 262, 396)"
101191.jpg,"(87, 196, 187, 269)"
101192.jpg,"(174, 245, 249, 399)"
101193.jpg,"(160, 249, 264, 414)"
101194.jpg,"(146, 402, 205, 484)"
101195.jpg,"(177, 335, 307, 418)"
101196.jpg,"(90, 370, 138, 413)"
101197.jpg,"(202, 229, 243, 278)"
101198.jpg,"(73, 246, 218, 412)"
101198.jpg,"(233, 290, 268, 360)"
101199.jpg,"(36, 468, 60, 490)"
101199.jpg,"(198, 275, 310, 377)"
101200.jpg,"(144, 150, 381, 347)"
101201.jpg,"(75, 244, 186, 355)"
101201.jpg,"(205, 287, 227, 346)"
101203.jpg,"(189, 252, 260, 317)"
101204.jpg,"(128, 219, 267, 407)"
101205.jpg,"(210, 282, 299, 367)"
101206.jpg,"(199, 189, 283, 314)"
101206.jpg,"(351, 321, 368, 353)"
101207.jpg,"(146, 342, 201, 446)"
101207.jpg,"(203, 144, 276, 196)"
101208.jpg,"(207, 260, 297, 397)"
101209.jpg,"(206, 198, 292, 275)"
101210.jpg,"(111, 331, 188, 415)"
101211.jpg,"(175, 160, 264, 355)"
101212.jpg,"(91, 319, 171, 418)"
101212.jpg,"(262, 240, 308, 323)"
101213.jpg,"(161, 321, 203, 360)"
101214.jpg,"(228, 276, 301, 356)"
101215.jpg,"(169, 271, 250, 371)"
101216.jpg,"(114, 249, 342, 484)"
101217.jpg,"(174, 49, 204, 106)"
101217.jpg,"(176, 227, 199, 282)"
101217.jpg,"(180, 458, 272, 493)"
101218.jpg,"(173, 242, 318, 361)"
101219.jpg,"(145, 330, 191, 353)"
101220.jpg,"(218, 271, 277, 386)"
101221.jpg,"(195, 185, 305, 375)"
101221.jpg,"(356, 382, 369, 393)"
101221.jpg,"(388, 333, 402, 357)"
101222.jpg,"(311, 372, 357, 406)"
101223.jpg,"(231, 272, 279, 359)"
101224.jpg,"(188, 407, 272, 466)"
101224.jpg,"(390, 470, 408, 487)"
101225.jpg,"(176, 245, 256, 359)"
101226.jpg,"(258, 243, 368, 364)"
101227.jpg,"(109, 309, 180, 413)"
101228.jpg,"(71, 469, 100, 542)"
101228.jpg,"(72, 99, 209, 287)"
101228.jpg,"(250, 160, 303, 266)"
101229.jpg,"(171, 241, 199, 305)"
101229.jpg,"(238, 326, 344, 417)"
101230.jpg,"(170, 142, 248, 273)"
101230.jpg,"(277, 187, 308, 226)"
101230.jpg,"(311, 230, 335, 271)"
101231.jpg,"(146, 175, 251, 261)"
101232.jpg,"(201, 233, 260, 302)"
101233.jpg,"(233, 276, 271, 316)"
101234.jpg,"(179, 303, 281, 454)"
101235.jpg,"(169, 191, 267, 283)"
101236.jpg,"(128, 296, 226, 377)"
101237.jpg,"(285, 464, 340, 527)"
101238.jpg,"(239, 207, 303, 274)"
101239.jpg,"(307, 96, 344, 138)"
101240.jpg,"(133, 278, 306, 380)"
101241.jpg,"(107, 349, 248, 416)"
101242.jpg,"(174, 155, 251, 461)"
101242.jpg,"(334, 191, 376, 238)"
101243.jpg,"(162, 225, 266, 339)"
101244.jpg,"(194, 272, 316, 353)"
101245.jpg,"(176, 270, 261, 344)"
101246.jpg,"(156, 49, 247, 138)"
101248.jpg,"(180, 361, 248, 412)"
101249.jpg,"(198, 276, 295, 366)"
101250.jpg,"(160, 176, 199, 216)"
101251.jpg,"(217, 317, 272, 367)"
101252.jpg,"(166, 188, 205, 251)"
101253.jpg,"(357, 150, 395, 182)"
101254.jpg,"(177, 318, 232, 358)"
101255.jpg,"(60, 244, 102, 270)"
101255.jpg,"(112, 284, 134, 307)"
101255.jpg,"(133, 306, 209, 363)"
101256.jpg,"(140, 183, 209, 235)"
101257.jpg,"(148, 262, 283, 400)"
101258.jpg,"(205, 325, 238, 373)"
101259.jpg,"(181, 218, 299, 327)"
101259.jpg,"(281, 143, 304, 176)"
101260.jpg,"(202, 166, 238, 244)"
101260.jpg,"(311, 441, 341, 509)"
101260.jpg,"(418, 559, 454, 610)"
101261.jpg,"(73, 509, 145, 594)"
101261.jpg,"(170, 518, 215, 596)"
101262.jpg,"(81, 354, 148, 410)"
101262.jpg,"(171, 290, 196, 309)"
101263.jpg,"(89, 237, 331, 317)"
101264.jpg,"(126, 274, 204, 373)"
101265.jpg,"(131, 271, 205, 418)"
101266.jpg,"(178, 265, 330, 359)"
101267.jpg,"(197, 270, 244, 335)"
101268.jpg,"(121, 181, 235, 365)"
101269.jpg,"(166, 274, 207, 334)"
101270.jpg,"(75, 242, 93, 272)"
101270.jpg,"(144, 329, 164, 355)"
101270.jpg,"(179, 283, 227, 310)"
101271.jpg,"(191, 274, 276, 363)"
101272.jpg,"(197, 120, 262, 182)"
101273.jpg,"(158, 220, 216, 296)"
101274.jpg,"(173, 273, 277, 363)"
101274.jpg,"(314, 325, 339, 356)"
101275.jpg,"(231, 319, 340, 381)"
101275.jpg,"(309, 350, 435, 440)"
101276.jpg,"(328, 350, 373, 407)"
101277.jpg,"(178, 302, 257, 383)"
101278.jpg,"(121, 359, 185, 418)"
101278.jpg,"(195, 329, 243, 371)"
101279.jpg,"(133, 316, 228, 394)"
101280.jpg,"(142, 284, 260, 371)"
101281.jpg,"(418, 553, 442, 583)"
101282.jpg,"(110, 374, 205, 464)"
101282.jpg,"(135, 285, 197, 313)"
101282.jpg,"(280, 507, 304, 535)"
101283.jpg,"(234, 330, 280, 412)"
101284.jpg,"(191, 285, 275, 370)"
101285.jpg,"(123, 266, 212, 365)"
101286.jpg,"(258, 229, 312, 293)"
101288.jpg,"(229, 276, 292, 363)"
101289.jpg,"(148, 291, 229, 367)"
101289.jpg,"(239, 328, 266, 357)"
101290.jpg,"(31, 236, 80, 318)"
101290.jpg,"(343, 36, 376, 89)"
101290.jpg,"(378, 284, 409, 321)"
101291.jpg,"(103, 237, 199, 325)"
101291.jpg,"(207, 333, 234, 352)"
101291.jpg,"(250, 288, 263, 310)"
101292.jpg,"(128, 235, 309, 408)"
101292.jpg,"(389, 556, 435, 588)"
101293.jpg,"(146, 339, 164, 369)"
101294.jpg,"(164, 254, 251, 322)"
101295.jpg,"(144, 211, 221, 339)"
101295.jpg,"(189, 140, 236, 188)"
101296.jpg,"(149, 196, 221, 322)"
101296.jpg,"(220, 313, 342, 424)"
101296.jpg,"(344, 426, 369, 489)"
101297.jpg,"(192, 254, 269, 400)"
101298.jpg,"(145, 194, 167, 220)"
101298.jpg,"(205, 228, 256, 276)"
101299.jpg,"(113, 278, 209, 369)"
101300.jpg,"(205, 496, 250, 551)"
101300.jpg,"(261, 461, 369, 554)"
101301.jpg,"(287, 96, 297, 125)"
101302.jpg,"(148, 160, 261, 307)"
101303.jpg,"(276, 290, 344, 388)"
101304.jpg,"(183, 239, 309, 356)"
101305.jpg,"(159, 300, 208, 380)"
101306.jpg,"(167, 275, 297, 412)"
101307.jpg,"(232, 337, 310, 448)"
101308.jpg,"(255, 265, 313, 334)"
101309.jpg,"(37, 429, 54, 439)"
101309.jpg,"(192, 310, 239, 367)"
101310.jpg,"(63, 285, 97, 315)"
101310.jpg,"(202, 238, 257, 318)"
101311.jpg,"(224, 320, 279, 368)"
101312.jpg,"(273, 231, 366, 314)"
101313.jpg,"(200, 163, 351, 302)"
101314.jpg,"(176, 315, 260, 439)"
101314.jpg,"(306, 218, 343, 269)"
101315.jpg,"(166, 310, 247, 410)"
101316.jpg,"(189, 318, 277, 411)"
101317.jpg,"(136, 281, 230, 392)"
101318.jpg,"(93, 161, 265, 287)"
101319.jpg,"(70, 366, 116, 409)"
101319.jpg,"(349, 148, 410, 176)"
101320.jpg,"(143, 273, 204, 357)"
101321.jpg,"(97, 527, 133, 594)"
101321.jpg,"(247, 372, 266, 412)"
101322.jpg,"(47, 87, 145, 202)"
101322.jpg,"(124, 285, 286, 410)"
101322.jpg,"(183, 197, 198, 213)"
101322.jpg,"(214, 234, 232, 281)"
101322.jpg,"(218, 472, 234, 485)"
101322.jpg,"(301, 388, 360, 444)"
101323.jpg,"(33, 105, 64, 126)"
101323.jpg,"(133, 192, 242, 314)"
101324.jpg,"(170, 203, 239, 365)"
101325.jpg,"(146, 375, 163, 395)"
101325.jpg,"(183, 325, 195, 349)"
101325.jpg,"(410, 97, 449, 130)"
101326.jpg,"(273, 227, 314, 290)"
101328.jpg,"(223, 308, 287, 371)"
101329.jpg,"(36, 190, 70, 311)"
101329.jpg,"(116, 463, 127, 484)"
101329.jpg,"(146, 197, 162, 216)"
101330.jpg,"(199, 236, 307, 414)"
101330.jpg,"(384, 284, 405, 312)"
101331.jpg,"(151, 241, 265, 305)"
101332.jpg,"(240, 249, 350, 341)"
101333.jpg,"(188, 248, 300, 341)"
101334.jpg,"(143, 214, 255, 379)"
101334.jpg,"(227, 186, 294, 298)"
101334.jpg,"(251, 562, 271, 581)"
101334.jpg,"(280, 368, 300, 410)"
101335.jpg,"(149, 374, 162, 396)"
101335.jpg,"(161, 142, 327, 431)"
101335.jpg,"(280, 445, 301, 487)"
101336.jpg,"(180, 318, 245, 376)"
101337.jpg,"(108, 278, 197, 326)"
101338.jpg,"(108, 76, 377, 318)"
101339.jpg,"(70, 285, 187, 402)"
101340.jpg,"(139, 275, 186, 361)"
101340.jpg,"(192, 277, 332, 439)"
101341.jpg,"(197, 274, 243, 323)"
101342.jpg,"(179, 287, 311, 414)"
101343.jpg,"(150, 277, 225, 378)"
101344.jpg,"(218, 289, 349, 510)"
101345.jpg,"(178, 284, 218, 317)"
101345.jpg,"(262, 246, 370, 398)"
101347.jpg,"(100, 269, 141, 321)"
101347.jpg,"(179, 285, 194, 316)"
101347.jpg,"(234, 558, 270, 591)"
101348.jpg,"(106, 561, 130, 584)"
101349.jpg,"(218, 249, 272, 320)"
101350.jpg,"(58, 294, 217, 436)"
101350.jpg,"(83, 202, 114, 210)"
101350.jpg,"(218, 198, 262, 216)"
101351.jpg,"(22, 186, 64, 222)"
101351.jpg,"(176, 191, 234, 223)"
101351.jpg,"(377, 493, 408, 547)"
101352.jpg,"(57, 506, 138, 552)"
101352.jpg,"(297, 156, 329, 166)"
101353.jpg,"(28, 362, 65, 409)"
101353.jpg,"(250, 147, 315, 207)"
101353.jpg,"(314, 191, 330, 222)"
101354.jpg,"(148, 357, 235, 421)"
101355.jpg,"(197, 279, 273, 359)"
101357.jpg,"(148, 327, 160, 349)"
101357.jpg,"(168, 143, 222, 186)"
101357.jpg,"(270, 453, 311, 500)"
101358.jpg,"(163, 114, 222, 205)"
101358.jpg,"(250, 516, 267, 536)"
101358.jpg,"(341, 516, 367, 545)"
101359.jpg,"(138, 296, 268, 406)"
101360.jpg,"(156, 277, 332, 394)"
101363.jpg,"(168, 184, 282, 333)"
101364.jpg,"(135, 260, 281, 378)"
101366.jpg,"(140, 370, 165, 408)"
101366.jpg,"(203, 271, 240, 319)"
101367.jpg,"(25, 260, 103, 341)"
101367.jpg,"(45, 150, 63, 172)"
101368.jpg,"(128, 238, 242, 350)"
101369.jpg,"(167, 195, 299, 350)"
